ID,Order_Date,Customer_Name,Email_Address,Phone_Number,Country,City,Category,Item_Name,Qty,Price_Per_Unit,Discount_Percentage,Tax_Amount,Shipping_Fee,Total_Price,Payment_Type,Status,Age,Gender,Source,Loyalty,Address,Comments
TRX-1686,10-04-23,Chris-O'Brian,duplicate@company.com,(679) 3010714,U.K.,NEW YORK,Clothing,Product-43,3,382.20431033991156,10,8%,23.26518382181589,,Credit Card,  Cancelled  ,-5,F,Referral,Yes,"961 Main St, NEW YORK",
TRX-1964,Invalid_Date,John Doe,user123@yahoo,382-231-1823,U.K.,Toronto,Office Supplies,Product-44,3,0.00,None,TBD,18.830315115081007,,cc,Delivrd,21,Unk,??,1,"839 Main St, Toronto",
TRX-1533,23/10/2023,B.J. Miller,  space@web.de,(873) 7396013,UK,NEW YORK,Office Supplies,Product-42,two,$210.78,10,TBD,8.57774027923007,,cc,Delivrd,49,F,Social,1,"916 Main St, NEW YORK",
,04-09-23,Null,duplicate@company.com,317-376-2925,Canda,bErLiN,Office Supplies,Product-32,-1,129.0496030089439,5%,TBD,12.164053497782547,,Credit Card,  Cancelled  ,0,Female,Ads,Y,"504 Main St, bErLiN",Call before delivery
TRX-1455,08-28-23,John Doe,missing_at_sign.com,N/A,United Kingdom,  Paris  ,Clothing,Product-46,,$27.72,10,TBD,6.326423034616879,,Paypal,  Cancelled  ,99+,M,Referral,Y,"514 Main St,   Paris  ",
TRX-1058,02-04-23,ALEX WONG,duplicate@company.com,(455) 7457133,united states,london,Food,Product-6,5,$376.91,0.15,0.08,24.574754243427954,,Credit Card,  Cancelled  ,-5,M,??,No,"915 Main St, london",
TRX-1211,2023-09-24,B.J. Miller,duplicate@company.com,N/A,united states,bErLiN,Food,Product-33,,345.73086957843856,10,8%,23.82277279895741,,cc,shipped,53,Male,Google,No,"444 Main St, bErLiN",
TRX-1610,02/02/2024,Chris-O'Brian,  space@web.de,200-821-1406,France,Toronto,Food,Product-2,5,0.00,None,8%,13.151720941947154,,wire,  Cancelled  ,99+,F,??,1,"625 Main St, Toronto",
TRX-1452,2023-12-14,John Doe,missing_at_sign.com,574-429-5348,U.S.A,bErLiN,Electronics,Product-40,9,$210.65,5%,TBD,7.352689080733324,,wire,Shipped,-5,M,Social,No,"566 Main St, bErLiN",
TRX-1693,2023-06-01,John Doe,test@gmail.com,447-935-5644,U.K.,bErLiN,Food,Product-38,1,235.09345515970415,None,8%,5.33547619287138,,Cash,shipped,-5,Female,Google,1,"430 Main St, bErLiN",
TRX-1599,Invalid_Date,Chris-O'Brian,user123@yahoo,160-213-8282,Canada,NEW YORK,Office Supplies,Product-44,,361.16724778929444,None,0.08,9.91712070552547,,wire,SHIPPED,-5,NB,Referral,1,"170 Main St, NEW YORK",
TRX-1405,2023-12-19,Null,  space@web.de,(414) 2989755,France,  Paris  ,Office Supplies,Product-35,4,$126.22,10,0.08,12.684117763254134,,Credit Card,Shipped,0,Male,Google,No,"569 Main St,   Paris  ",
TRX-1893,Invalid_Date,Unknown User,test@gmail.com,106-529-9456,U.S.A,Toronto,Furniture,Product-28,5,0.00,5%,TBD,5.606995168800097,,cc,SHIPPED,-5,Male,Google,No,"32 Main St, Toronto",
TRX-1111,2023-03-26,Unknown User,  space@web.de,328-123-9911,UK,bErLiN,Electronics,Product-6,two,$19.98,None,TBD,13.767303347002608,,Cash,shipped,45,NB,Social,1,"729 Main St, bErLiN",
TRX-1316,04/02/2024,B.J. Miller,test@gmail.com,N/A,U.K.,bErLiN,Furniture,Product-19,two,0.00,5%,TBD,11.63744977830401,,Cash,shipped,99+,Female,Ads,No,"590 Main St, bErLiN",
TRX-1084,2023-07-29,Unknown User,user123@yahoo,N/A,U.K.,  Paris  ,Furniture,Product-22,,0.00,5%,TBD,15.716767019074226,,Cash,Delivrd,99+,Male,Referral,No,"816 Main St,   Paris  ",
TRX-1593,15/09/2023,John Doe,missing_at_sign.com,N/A,united states,bErLiN,Electronics,Product-12,8,$205.76,0.15,TBD,11.684292245735552,,wire,Shipped,-5,NB,Social,Yes,"779 Main St, bErLiN",
TRX-1700,Invalid_Date,John Doe,user123@yahoo,744-155-2032,united states,  Paris  ,Office Supplies,Product-20,5,235.81753267307576,None,TBD,16.4187215119785,,Paypal,Delivrd,44,Unk,Ads,No,"345 Main St,   Paris  ",
TRX-1047,2023-10-16,  mary smith,missing_at_sign.com,776-850-8653,Canda,  Paris  ,Furniture,Product-7,5,0.00,None,8%,22.249470520387597,,Credit Card,SHIPPED,43,Male,??,1,"608 Main St,   Paris  ",
TRX-1579,Invalid_Date,John Doe,test@gmail.com,N/A,Canda,Toronto,Electronics,Product-45,,$392.17,None,8%,6.582314257468498,,Cash,  Cancelled  ,0,Unk,Social,N,"824 Main St, Toronto",
TRX-1322,05-12-23,  mary smith,user123@yahoo,423-479-9398,France,  Paris  ,Clothing,Product-1,two,$493.81,5%,TBD,14.733350670734852,,Credit Card,SHIPPED,37,NB,??,No,"177 Main St,   Paris  ",
TRX-1632,17/12/2023,ALEX WONG,  space@web.de,N/A,UK,bErLiN,Furniture,Product-23,two,300.271725842354,10,0.08,9.141422852983634,,wire,Delivrd,0,Unk,Google,Yes,"159 Main St, bErLiN",
TRX-1255,2023-12-17,Chris-O'Brian,  space@web.de,N/A,united states,bErLiN,Food,Product-25,,441.18533433133877,5%,0.08,5.828318658306091,,Paypal,Shipped,0,F,Social,Yes,"11 Main St, bErLiN",
TRX-1935,19/03/2023,Null,test@gmail.com,208-902-4211,United Kingdom,london,Food,Product-16,,210.7987127623689,0.15,0.08,13.333373446849263,,Cash,Pending,0,Unk,??,Yes,"891 Main St, london",
TRX-1364,17/12/2023,Chris-O'Brian,test@gmail.com,(714) 1241076,United Kingdom,Toronto,Electronics,Product-21,,381.84824948322944,None,TBD,19.663338550111526,,cc,Delivrd,-5,NB,Social,Y,"141 Main St, Toronto",
TRX-1663,2023-02-03,John Doe,  space@web.de,N/A,USA,london,Furniture,Product-27,two,479.0738148402102,5%,8%,10.145196768605544,,cc,SHIPPED,0,Female,Ads,1,"591 Main St, london",
TRX-1572,24/10/2023,  mary smith,duplicate@company.com,N/A,France,Toronto,Office Supplies,Product-3,-1,0.00,5%,0.08,23.989295060365762,,cc,Shipped,99+,M,??,1,"734 Main St, Toronto",
TRX-1163,08-16-23,John Doe,test@gmail.com,523-774-3599,France,NEW YORK,Electronics,Product-21,-1,0.00,None,TBD,23.52284787989862,,Credit Card,Pending,57,F,Ads,Yes,"901 Main St, NEW YORK",
TRX-1246,31/10/2023,B.J. Miller,duplicate@company.com,N/A,USA,NEW YORK,Furniture,Product-6,8,355.1685903923107,None,0.08,6.399753919103903,,Credit Card,shipped,34,M,Ads,1,"28 Main St, NEW YORK",
TRX-1446,Invalid_Date,Chris-O'Brian,test@gmail.com,948-826-9902,Canada,NEW YORK,Electronics,Product-27,8,0.00,0.15,0.08,24.612821937555154,,Paypal,SHIPPED,63,F,Referral,Yes,"482 Main St, NEW YORK",
TRX-1492,05/05/2023,B.J. Miller,duplicate@company.com,769-434-9099,U.K.,london,Office Supplies,Product-38,5,0.00,0.15,8%,6.473217010284051,,wire,SHIPPED,99+,Unk,Social,N,"470 Main St, london",
TRX-1387,Invalid_Date,Chris-O'Brian,  space@web.de,724-776-1044,U.S.A,Toronto,Food,Product-39,2,$456.55,None,8%,20.347643241879272,,Paypal,Pending,-5,Unk,??,N,"584 Main St, Toronto",
TRX-1968,Invalid_Date,Chris-O'Brian,  space@web.de,N/A,united states,bErLiN,Electronics,Product-26,two,0.00,0.15,0.08,18.408269888405762,,cc,  Cancelled  ,-5,M,Ads,1,"241 Main St, bErLiN",
TRX-1312,2023-02-18,  mary smith,test@gmail.com,(478) 6979054,Canda,NEW YORK,Electronics,Product-35,4,0.00,None,TBD,23.365123572975776,,wire,shipped,0,Male,Referral,Yes,"701 Main St, NEW YORK",
TRX-1858,12-28-23,  mary smith,user123@yahoo,125-222-4224,United Kingdom,bErLiN,Furniture,Product-42,two,$35.21,10,8%,20.295498752599684,,cc,SHIPPED,99+,Unk,Referral,1,"76 Main St, bErLiN",
TRX-1133,Invalid_Date,Null,missing_at_sign.com,755-951-8868,U.K.,  Paris  ,Office Supplies,Product-25,-1,229.3587322911317,0.15,0.08,14.69837830814091,,Paypal,SHIPPED,0,Unk,Referral,0,"839 Main St,   Paris  ",
TRX-1836,15/10/2023,ALEX WONG,duplicate@company.com,N/A,U.K.,Toronto,Office Supplies,Product-34,1,$163.71,0.15,TBD,16.687435279965214,,Paypal,Pending,-5,F,Google,Yes,"450 Main St, Toronto",
TRX-1856,07/11/2023,Unknown User,test@gmail.com,(738) 3978552,Gerrmany,london,Furniture,Product-12,two,0.00,10,0.08,11.365025358829254,,Credit Card,Pending,72,Unk,Google,N,"355 Main St, london",
TRX-1093,2023-06-10,  mary smith,duplicate@company.com,253-883-3800,France,london,Food,Product-49,,0.00,0.15,8%,11.629834197505385,,Credit Card,Delivrd,99+,Male,Ads,N,"839 Main St, london",
TRX-1694,2023-08-27,Null,user123@yahoo,(483) 2528204,Gerrmany,Toronto,Office Supplies,Product-19,,262.1806545209781,5%,TBD,15.619755804527902,,Paypal,  Cancelled  ,57,Unk,Referral,1,"7 Main St, Toronto",
TRX-1920,Invalid_Date,B.J. Miller,  space@web.de,N/A,USA,Toronto,Electronics,Product-34,8,$23.35,0.15,0.08,6.369035861985175,,Paypal,Shipped,-5,F,Social,N,"404 Main St, Toronto",
TRX-1617,23/02/2023,B.J. Miller,missing_at_sign.com,N/A,Gerrmany,  Paris  ,Food,Product-35,5,$407.50,None,8%,20.320730257227215,,cc,Shipped,99+,M,Google,0,"941 Main St,   Paris  ",
TRX-1820,10-22-23,  mary smith,  space@web.de,994-572-4809,U.K.,NEW YORK,Clothing,Product-16,2,$471.02,5%,TBD,5.56344275044207,,cc,shipped,23,M,Ads,Y,"625 Main St, NEW YORK",
TRX-1046,Invalid_Date,ALEX WONG,missing_at_sign.com,(546) 2472823,U.S.A,london,Clothing,Product-37,6,258.69500633593475,0.15,TBD,18.889452234383334,,Cash,shipped,0,Female,Google,No,"463 Main St, london",
TRX-1114,09/11/2023,B.J. Miller,user123@yahoo,N/A,United Kingdom,london,Furniture,Product-14,-1,0.00,0.15,0.08,6.389155423928807,,cc,SHIPPED,99+,M,Ads,No,"943 Main St, london",
TRX-1860,Invalid_Date,John Doe,  space@web.de,567-782-1451,Gerrmany,NEW YORK,Office Supplies,Product-23,6,328.6448316979436,10,8%,19.087732239936983,,Credit Card,Shipped,-5,NB,Ads,Y,"310 Main St, NEW YORK",
TRX-1034,08/07/2023,Null,missing_at_sign.com,757-506-5162,U.K.,Toronto,Clothing,Product-14,,0.00,None,8%,21.065353240885614,,Credit Card,SHIPPED,99+,Female,Social,Yes,"784 Main St, Toronto",
TRX-1790,09/08/2023,Null,  space@web.de,(280) 3712166,USA,  Paris  ,Furniture,Product-33,two,$432.76,None,TBD,10.314868914925324,,cc,shipped,0,M,??,Y,"303 Main St,   Paris  ",
TRX-1282,09/08/2023,Unknown User,test@gmail.com,N/A,Canda,bErLiN,Food,Product-12,5,0.00,10,TBD,6.759376988956765,,wire,Shipped,99+,Unk,??,No,"883 Main St, bErLiN",
TRX-1882,2023-10-05,B.J. Miller,missing_at_sign.com,319-641-6625,France,NEW YORK,Furniture,Product-9,-1,487.12978765331457,None,0.08,17.808905072736692,,Cash,shipped,99+,Female,Referral,Yes,"50 Main St, NEW YORK",
TRX-1465,Invalid_Date,B.J. Miller,duplicate@company.com,N/A,U.K.,bErLiN,Food,Product-16,two,190.30676867836746,5%,0.08,5.347799939861096,,Paypal,Delivrd,23,NB,Ads,Y,"11 Main St, bErLiN",
TRX-1737,02-03-24,Chris-O'Brian,user123@yahoo,(986) 3829377,U.S.A,Toronto,Electronics,Product-41,two,463.2843006533377,None,TBD,21.76841419878188,,Paypal,Pending,-5,Male,Referral,1,"697 Main St, Toronto",
TRX-1934,05-01-23,ALEX WONG,user123@yahoo,(265) 4220572,united states,NEW YORK,Furniture,Product-1,-1,$112.92,None,0.08,15.9460978639959,,Credit Card,Delivrd,19,Male,Social,No,"308 Main St, NEW YORK",
TRX-1295,Invalid_Date,Unknown User,duplicate@company.com,N/A,U.S.A,Toronto,Furniture,Product-31,two,106.72454974478715,0.15,8%,18.660736236140174,,cc,  Cancelled  ,0,Male,Ads,N,"393 Main St, Toronto",
TRX-1931,16/03/2023,ALEX WONG,missing_at_sign.com,N/A,united states,Toronto,Clothing,Product-37,two,280.13383128681926,None,8%,24.30429462162439,,Credit Card,Shipped,-5,M,Google,N,"151 Main St, Toronto",
TRX-1225,2023-06-21,B.J. Miller,duplicate@company.com,N/A,UK,  Paris  ,Food,Product-44,,0.00,0.15,TBD,18.280915612717646,,cc,Pending,-5,M,Ads,0,"29 Main St,   Paris  ",
TRX-1505,07/08/2023,ALEX WONG,missing_at_sign.com,181-343-1976,united states,Toronto,Furniture,Product-19,two,0.00,None,TBD,10.969279568604621,,wire,SHIPPED,0,F,Referral,Y,"693 Main St, Toronto",
TRX-1283,10-25-23,  mary smith,  space@web.de,(998) 6895838,France,  Paris  ,Electronics,Product-22,-1,302.21141979008365,5%,8%,7.81253757430939,,wire,SHIPPED,0,Unk,??,1,"450 Main St,   Paris  ",
TRX-1960,2023-07-12,John Doe,  space@web.de,N/A,U.S.A,  Paris  ,Office Supplies,Product-4,-1,286.48623509383094,0.15,0.08,16.08842324541612,,Credit Card,Shipped,-5,NB,Google,1,"680 Main St,   Paris  ",
TRX-1013,01/01/2024,B.J. Miller,  space@web.de,N/A,USA,bErLiN,Furniture,Product-20,-1,0.00,None,0.08,11.419597740569214,,Paypal,  Cancelled  ,68,Male,Social,Yes,"324 Main St, bErLiN",
TRX-1415,04-06-23,Chris-O'Brian,duplicate@company.com,N/A,united states,NEW YORK,Clothing,Product-14,1,151.3432143496138,10,TBD,22.23918609236679,,cc,  Cancelled  ,-5,Unk,Ads,1,"963 Main St, NEW YORK",
TRX-1518,Invalid_Date,Null,duplicate@company.com,471-620-6598,U.K.,NEW YORK,Clothing,Product-31,,292.024954714185,10,TBD,17.400819060680625,,Paypal,  Cancelled  ,61,NB,??,0,"968 Main St, NEW YORK",
TRX-1666,2023-12-07,Chris-O'Brian,missing_at_sign.com,(612) 5216029,U.K.,london,Office Supplies,Product-6,,$495.02,None,TBD,22.98045876581725,,Credit Card,Pending,99+,Unk,Google,Y,"258 Main St, london",
TRX-1883,Invalid_Date,John Doe,user123@yahoo,869-385-5515,Canda,london,Office Supplies,Product-19,-1,$85.46,0.15,TBD,23.901935641003355,,cc,  Cancelled  ,41,Female,Google,Yes,"246 Main St, london",
TRX-1966,12-25-23,  mary smith,user123@yahoo,(863) 1393957,UK,NEW YORK,Clothing,Product-32,2,333.68368608888363,10,8%,15.193792415180322,,Credit Card,shipped,18,Unk,Google,Yes,"263 Main St, NEW YORK",
TRX-1090,03-15-23,Chris-O'Brian,duplicate@company.com,520-804-1721,united states,london,Clothing,Product-3,5,$475.51,None,0.08,8.271314262557262,,Credit Card,Pending,99+,Female,Google,No,"734 Main St, london",
TRX-1385,03/03/2023,ALEX WONG,duplicate@company.com,(694) 9248809,USA,  Paris  ,Electronics,Product-12,8,$271.13,5%,8%,5.221606947428928,,wire,Delivrd,0,F,Social,Y,"40 Main St,   Paris  ",
TRX-1883,05/01/2023,ALEX WONG,test@gmail.com,(758) 4556394,U.K.,Toronto,Food,Product-19,two,334.0499276635411,10,0.08,18.98824881785685,,wire,Delivrd,22,Female,Google,N,"711 Main St, Toronto",
TRX-1682,Invalid_Date,B.J. Miller,  space@web.de,(288) 8305884,United Kingdom,NEW YORK,Office Supplies,Product-35,,0.00,0.15,0.08,15.86129422456362,,Paypal,SHIPPED,0,NB,Social,Yes,"404 Main St, NEW YORK",
TRX-1440,Invalid_Date,  mary smith,missing_at_sign.com,(403) 9558697,U.K.,london,Clothing,Product-2,two,0.00,10,8%,7.403612863477969,,cc,shipped,0,Female,Ads,0,"244 Main St, london",
TRX-1818,2023-09-23,Unknown User,user123@yahoo,(433) 6571382,UK,NEW YORK,Furniture,Product-32,5,384.58592873012793,10,8%,24.87970218151102,,cc,  Cancelled  ,99+,M,Referral,1,"861 Main St, NEW YORK",
TRX-1015,11-27-23,Null,user123@yahoo,(198) 5105022,Canda,Toronto,Furniture,Product-20,two,0.00,10,TBD,24.775611209052872,,wire,Shipped,31,F,Google,Yes,"233 Main St, Toronto",
TRX-1759,Invalid_Date,Null,duplicate@company.com,(477) 7784845,united states,NEW YORK,Electronics,Product-31,,0.00,5%,8%,11.403631712993565,,wire,shipped,56,F,Google,N,"320 Main St, NEW YORK",
TRX-1820,2024-01-02,B.J. Miller,  space@web.de,(268) 2385972,France,london,Office Supplies,Product-4,,$448.72,5%,0.08,14.183152566769675,,Paypal,SHIPPED,61,F,Google,Yes,"600 Main St, london",
TRX-1559,23/06/2023,John Doe,  space@web.de,N/A,united states,bErLiN,Electronics,Product-16,5,392.6648506868085,5%,TBD,17.98003731750878,,Credit Card,  Cancelled  ,-5,F,Referral,Y,"179 Main St, bErLiN",
TRX-1973,07/11/2023,  mary smith,test@gmail.com,576-452-8084,Canada,london,Electronics,Product-8,,327.34875945661526,None,0.08,23.120847283948276,,Credit Card,Delivrd,47,NB,??,Y,"934 Main St, london",
TRX-1350,Invalid_Date,  mary smith,missing_at_sign.com,226-867-8095,U.S.A,Toronto,Clothing,Product-2,5,$230.90,None,0.08,19.26804109229111,,Cash,SHIPPED,99+,NB,??,N,"22 Main St, Toronto",
TRX-1750,05/12/2023,B.J. Miller,  space@web.de,(975) 6626151,united states,  Paris  ,Furniture,Product-6,8,251.7542169756669,10,8%,23.752075855060642,,Cash,Delivrd,-5,Unk,Ads,1,"798 Main St,   Paris  ",
TRX-1464,18/09/2023,Unknown User,duplicate@company.com,448-109-1778,united states,london,Clothing,Product-19,5,$223.11,0.15,0.08,7.25500115006346,,Paypal,shipped,99+,NB,Social,No,"6 Main St, london",
TRX-1151,02-06-23,ALEX WONG,duplicate@company.com,456-290-3558,U.K.,bErLiN,Electronics,Product-3,6,$276.77,0.15,TBD,14.648306934064948,,Paypal,shipped,50,M,??,1,"115 Main St, bErLiN",
TRX-1571,Invalid_Date,John Doe,duplicate@company.com,714-672-6462,United Kingdom,bErLiN,Office Supplies,Product-41,10,$59.68,5%,8%,12.986035201237128,,wire,Pending,99+,F,Referral,Y,"577 Main St, bErLiN",
TRX-1980,2023-07-25,  mary smith,  space@web.de,N/A,Gerrmany,NEW YORK,Food,Product-39,two,398.18501933772376,0.15,TBD,5.043997561735509,,wire,Shipped,99+,F,Google,1,"782 Main St, NEW YORK",
TRX-1246,2023-08-15,ALEX WONG,missing_at_sign.com,N/A,U.S.A,bErLiN,Clothing,Product-38,5,0.00,10,8%,8.540862871057994,,Paypal,Delivrd,68,Male,??,1,"502 Main St, bErLiN",
TRX-1542,01-18-23,ALEX WONG,test@gmail.com,209-404-5554,U.S.A,NEW YORK,Food,Product-32,two,$443.50,5%,0.08,11.269924379188014,,cc,shipped,0,Unk,Ads,0,"253 Main St, NEW YORK",
TRX-1437,09/07/2023,Unknown User,  space@web.de,456-481-9723,Gerrmany,london,Food,Product-20,two,0.00,None,TBD,12.972422557244215,,wire,  Cancelled  ,-5,Male,??,Y,"261 Main St, london",
TRX-1750,14/08/2023,Unknown User,duplicate@company.com,664-681-4966,Canada,NEW YORK,Furniture,Product-31,5,0.00,5%,8%,21.51570175894359,,Credit Card,Pending,-5,NB,??,No,"983 Main St, NEW YORK",
TRX-1211,2023-03-16,B.J. Miller,test@gmail.com,186-385-7207,USA,NEW YORK,Clothing,Product-50,8,$171.77,5%,0.08,9.899473760045419,,Credit Card,shipped,-5,Unk,Referral,N,"670 Main St, NEW YORK",
TRX-1635,2023-12-03,Null,duplicate@company.com,230-380-5497,Gerrmany,london,Furniture,Product-17,3,$30.21,5%,TBD,21.034941063419105,,cc,shipped,-5,NB,Referral,N,"402 Main St, london",
TRX-1303,Invalid_Date,  mary smith,user123@yahoo,(307) 3647705,Canada,london,Electronics,Product-12,two,0.00,None,8%,19.193215121698024,,cc,Shipped,99+,Unk,??,N,"479 Main St, london",
TRX-1935,2023-03-19,B.J. Miller,test@gmail.com,(702) 4696763,France,Toronto,Electronics,Product-30,-1,0.00,10,8%,14.450956410823936,,wire,SHIPPED,99+,M,Referral,Y,"484 Main St, Toronto",
TRX-1019,Invalid_Date,ALEX WONG,duplicate@company.com,793-306-8568,USA,london,Food,Product-27,4,0.00,5%,TBD,24.233736307652528,,Cash,SHIPPED,32,F,Google,0,"555 Main St, london",
TRX-1184,24/08/2023,ALEX WONG,duplicate@company.com,N/A,Canda,  Paris  ,Furniture,Product-42,-1,0.00,5%,0.08,18.066139666689015,,cc,Pending,0,Unk,Referral,Yes,"859 Main St,   Paris  ",
TRX-1986,2023-11-07,ALEX WONG,  space@web.de,(383) 2754595,Canda,bErLiN,Food,Product-8,5,99.95138789087991,10,TBD,15.943622316296961,,Credit Card,  Cancelled  ,-5,F,Ads,No,"691 Main St, bErLiN",
TRX-1333,04-28-23,Null,user123@yahoo,N/A,Gerrmany,Toronto,Office Supplies,Product-32,-1,0.00,0.15,8%,17.209664818167504,,Paypal,  Cancelled  ,-5,Male,??,Y,"635 Main St, Toronto",
TRX-1518,07/11/2023,ALEX WONG,missing_at_sign.com,N/A,UK,NEW YORK,Office Supplies,Product-19,6,0.00,5%,0.08,6.487339339716634,,cc,  Cancelled  ,0,NB,Social,Yes,"382 Main St, NEW YORK",
TRX-1255,Invalid_Date,  mary smith,user123@yahoo,N/A,united states,Toronto,Furniture,Product-29,5,421.89015777512464,0.15,0.08,13.27173059656183,,Paypal,Shipped,-5,F,Social,1,"627 Main St, Toronto",
TRX-1339,Invalid_Date,ALEX WONG,missing_at_sign.com,N/A,France,Toronto,Office Supplies,Product-14,-1,437.4137909735681,0.15,0.08,13.344535091414738,,cc,Delivrd,99+,Unk,Referral,0,"105 Main St, Toronto",
TRX-1851,03-11-23,B.J. Miller,test@gmail.com,(264) 1063586,UK,NEW YORK,Office Supplies,Product-5,10,0.00,5%,0.08,13.646637285142926,,Paypal,SHIPPED,36,Unk,Google,No,"806 Main St, NEW YORK",
TRX-1729,2023-02-14,ALEX WONG,test@gmail.com,N/A,U.S.A,Toronto,Food,Product-13,5,347.5638905679217,5%,0.08,17.26643470261216,,wire,shipped,-5,F,Ads,N,"482 Main St, Toronto",
TRX-1048,Invalid_Date,John Doe,duplicate@company.com,(617) 9270649,united states,  Paris  ,Food,Product-28,-1,333.1512746111268,None,8%,13.752048600495893,,wire,Delivrd,-5,Unk,Social,No,"345 Main St,   Paris  ",
TRX-1311,2023-03-08,B.J. Miller,test@gmail.com,(525) 9820778,France,  Paris  ,Office Supplies,Product-36,-1,468.3244640489766,None,TBD,24.641562746928592,,wire,Shipped,99+,Female,Social,0,"998 Main St,   Paris  ",
TRX-1689,11-28-23,Chris-O'Brian,duplicate@company.com,156-382-6511,UK,NEW YORK,Electronics,Product-6,,271.77554431009725,10,0.08,16.421147239669217,,Credit Card,SHIPPED,0,Female,Google,No,"506 Main St, NEW YORK",
TRX-1197,31/10/2023,Unknown User,  space@web.de,N/A,France,bErLiN,Electronics,Product-42,5,$385.51,None,0.08,19.766327771726147,,Credit Card,shipped,0,Male,??,N,"47 Main St, bErLiN",
,09-11-23,John Doe,duplicate@company.com,(529) 9308201,USA,NEW YORK,Furniture,Product-35,-1,$132.53,0.15,8%,20.218469215976107,,wire,  Cancelled  ,41,Male,Referral,1,"575 Main St, NEW YORK",Call before delivery
TRX-1143,06-23-23,B.J. Miller,  space@web.de,(743) 3790689,USA,bErLiN,Furniture,Product-36,5,$226.47,0.15,0.08,14.980345340110242,,Credit Card,  Cancelled  ,-5,M,Social,Y,"587 Main St, bErLiN",
TRX-1083,Invalid_Date,Null,test@gmail.com,(117) 3525308,U.K.,bErLiN,Food,Product-38,5,$440.80,None,8%,5.606941724251227,,Credit Card,  Cancelled  ,0,Unk,Ads,N,"345 Main St, bErLiN",
TRX-1611,2023-08-08,Unknown User,  space@web.de,445-385-6653,United Kingdom,london,Food,Product-1,,390.4463655938639,10,TBD,18.52939731284243,,wire,Delivrd,99+,F,Google,Y,"133 Main St, london",
TRX-1587,12-26-23,Chris-O'Brian,  space@web.de,N/A,Gerrmany,  Paris  ,Clothing,Product-35,,0.00,5%,TBD,16.792908199224655,,Credit Card,Delivrd,0,Male,Referral,No,"306 Main St,   Paris  ",
TRX-1435,15/04/2023,John Doe,user123@yahoo,409-447-9822,France,  Paris  ,Furniture,Product-3,,0.00,0.15,0.08,13.403793530148668,,cc,Pending,73,Male,Social,0,"485 Main St,   Paris  ",
TRX-1099,Invalid_Date,John Doe,user123@yahoo,(547) 7050285,USA,Toronto,Electronics,Product-15,,0.00,0.15,TBD,11.402552598654008,,Cash,Delivrd,0,Male,Google,N,"578 Main St, Toronto",
TRX-1345,04-09-23,Null,test@gmail.com,N/A,Gerrmany,london,Furniture,Product-5,4,0.00,5%,8%,7.513884736374039,,wire,Shipped,19,M,??,Y,"623 Main St, london",
TRX-1900,2023-06-03,Chris-O'Brian,  space@web.de,358-735-6810,UK,Toronto,Food,Product-2,-1,0.00,None,8%,24.310618383135548,,Credit Card,shipped,-5,NB,Social,N,"826 Main St, Toronto",
TRX-1974,2023-03-31,Chris-O'Brian,missing_at_sign.com,621-956-5661,Gerrmany,NEW YORK,Furniture,Product-34,5,0.00,None,8%,14.50530699929898,,Paypal,Shipped,99+,Unk,Google,1,"996 Main St, NEW YORK",
TRX-1710,2023-06-25,Null,  space@web.de,420-769-4946,USA,  Paris  ,Office Supplies,Product-46,,82.74105613075734,5%,8%,24.359859490666405,,wire,Delivrd,99+,Male,Google,N,"870 Main St,   Paris  ",
TRX-1911,28/10/2023,  mary smith,test@gmail.com,N/A,Gerrmany,Toronto,Furniture,Product-6,-1,$476.22,None,TBD,22.443992192685172,,Credit Card,Shipped,41,Female,Referral,1,"347 Main St, Toronto",
TRX-1321,12/04/2023,Unknown User,test@gmail.com,(795) 3267841,Canada,  Paris  ,Office Supplies,Product-43,9,0.00,5%,0.08,6.06950652511721,,Cash,Pending,33,NB,??,No,"634 Main St,   Paris  ",
TRX-1170,01/04/2023,Chris-O'Brian,user123@yahoo,(241) 2971491,united states,london,Clothing,Product-44,two,0.00,5%,TBD,9.719508606965093,,Paypal,SHIPPED,46,Female,Referral,1,"96 Main St, london",
TRX-1527,2023-07-01,B.J. Miller,missing_at_sign.com,211-708-8453,united states,NEW YORK,Furniture,Product-26,-1,67.41204281847104,0.15,8%,21.65199282815659,,Cash,  Cancelled  ,0,Male,Social,N,"652 Main St, NEW YORK",
TRX-1737,Invalid_Date,B.J. Miller,user123@yahoo,N/A,U.S.A,bErLiN,Furniture,Product-40,5,0.00,None,TBD,14.844463434700224,,wire,Shipped,70,M,Social,Yes,"938 Main St, bErLiN",
TRX-1784,Invalid_Date,John Doe,missing_at_sign.com,N/A,U.K.,Toronto,Office Supplies,Product-34,1,0.00,0.15,8%,10.264271726339814,,Paypal,  Cancelled  ,0,Male,Google,Y,"505 Main St, Toronto",
TRX-1216,Invalid_Date,Null,  space@web.de,N/A,U.K.,bErLiN,Food,Product-10,5,$243.76,None,0.08,8.197265515330535,,wire,  Cancelled  ,0,NB,Ads,Yes,"979 Main St, bErLiN",
TRX-1700,Invalid_Date,John Doe,missing_at_sign.com,713-497-1652,United Kingdom,NEW YORK,Food,Product-30,-1,0.00,0.15,0.08,6.092495460244745,,cc,SHIPPED,99+,Unk,??,No,"846 Main St, NEW YORK",
